Index,Gender,Age,Age Group,Order Month,Status,Platform,Category,Size,Quantity,Amount,City,State,Type of Transaction
12979,Women,37,Middle Age Adult,8,Delivered,Flipkart,Kurta,XL,1,499,Salem,Tamil nadu,B2C
12980,Women,48,Senior,8,Delivered,Amazon,Set,3XL,1,1115,Faridabad,Haryana,B2C
12981,Women,18,Youth,8,Delivered,Flipkart,Kurta,M,1,635,East delhi,Delhi,B2C
12982,Women,31,Young Adults,8,Delivered,Myntra,Saree,Free,1,672,Guntur,Andhra pradesh,B2C
12983,Women,33,Young Adults,8,Delivered,Amazon,Top,3XL,1,518,Mumbai,Maharashtra,B2C
12984,Men,67,Elderly,8,Delivered,Amazon,Ethnic dress,XS,1,690,New delhi,Delhi,B2C
12985,Women,42,Middle Age Adult,8,Delivered,Flipkart,Kurta,XXL,1,376,Karur,Tamil nadu,B2C
12986,Women,75,Elderly,8,Delivered,Flipkart,Kurta,S,1,459,Chittoor,Andhra pradesh,B2C
12987,Men,45,Middle Age Adult,8,Delivered,Ajio,Western dress,S,1,699,Kottayam,Kerala,B2C
12988,Men,32,Young Adults,8,Delivered,Amazon,Set,S,1,626,Pune,Maharashtra,B2C
12989,Women,29,Young Adults,8,Delivered,Meesho,Kurta,M,1,363,New delhi,Delhi,B2C
12990,Women,51,Senior,8,Delivered,Flipkart,Kurta,S,1,452,Paonta sahib,Himachal pradesh,B2C
12991,Women,25,Youth,8,Delivered,Myntra,Kurta,3XL,1,449,Rajpur sonarpur,West bengal,B2C
12992,Women,31,Young Adults,8,Delivered,Amazon,Kurta,4XL,1,527,Mumbai,Maharashtra,B2C
12993,Women,40,Middle Age Adult,8,Delivered,Amazon,Saree,Free,1,1257,Indore,Madhya pradesh,B2C
12994,Men,25,Youth,8,Delivered,Myntra,Set,XL,1,573,Chandigarh,Chandigarh,B2C
12995,Women,18,Youth,8,Delivered,Nalli,Set,XS,1,1186,Bhiwadi,Rajasthan,B2C
12996,Men,23,Youth,8,Delivered,Nalli,Set,3XL,1,641,Bengaluru,Karnataka,B2C
12997,Women,25,Youth,8,Delivered,Myntra,Saree,Free,1,791,Hyderabad,Telangana,B2C
12998,Women,58,Elderly,8,Delivered,Amazon,Set,S,1,736,Kolkata,West bengal,B2C
12999,Men,19,Youth,8,Returned,Amazon,Western dress,XL,1,634,New delhi,Delhi,B2C
13000,Women,19,Youth,8,Delivered,Flipkart,Kurta,M,1,709,Bhopal,Madhya pradesh,B2C
13001,Men,21,Youth,8,Delivered,Myntra,Set,XS,1,521,Visakhapatnam,Andhra pradesh,B2C
13002,Women,22,Youth,8,Delivered,Flipkart,Saree,Free,1,1299,Talegaon dabhade,Maharashtra,B2C
13003,Women,22,Youth,8,Delivered,Amazon,Top,XL,1,750,New delhi,Delhi,B2C
13004,Women,39,Middle Age Adult,8,Delivered,Myntra,Kurta,XXL,1,387,Hyderabad,Telangana,B2C
13005,Men,49,Senior,8,Delivered,Amazon,Western dress,S,1,842,Siddipet,Telangana,B2C
13006,Men,33,Young Adults,8,Delivered,Amazon,Western dress,3XL,1,725,New delhi,Delhi,B2C
13007,Women,34,Young Adults,8,Refunded,Flipkart,Set,M,1,499,Shillong,Meghalaya,B2C
13008,Men,43,Middle Age Adult,8,Delivered,Flipkart,Western dress,S,1,1013,Coonoor,Tamil nadu,B2C
13009,Women,78,Elderly,8,Delivered,Myntra,Kurta,XL,1,376,Sonipat,Haryana,B2C
13010,Men,28,Young Adults,8,Delivered,Amazon,Set,XXL,1,589,Chennai,Tamil nadu,B2C
13011,Women,45,Middle Age Adult,8,Delivered,Amazon,Kurta,S,1,526,Puruliya,West bengal,B2C
13012,Men,19,Youth,8,Delivered,Amazon,Western dress,M,1,743,Davanagere,Karnataka,B2C
13013,Women,30,Young Adults,8,Delivered,Amazon,Kurta,3XL,1,399,Bangalore,Karnataka,B2C
13014,Men,20,Youth,8,Delivered,Myntra,Western dress,XXL,1,989,Hyderabad,Telangana,B2C
13015,Women,74,Elderly,8,Cancelled,Amazon,Set,L,1,654,Bengaluru,Karnataka,B2C
13016,Women,67,Elderly,8,Delivered,Amazon,Top,XS,1,563,New delhi,Delhi,B2C
13017,Men,23,Youth,8,Delivered,Flipkart,Set,XXL,1,1349,Lucknow,Uttar pradesh,B2C
13018,Women,30,Young Adults,8,Delivered,Amazon,Kurta,L,1,597,Pimpri chinchwad,Maharashtra,B2C
13019,Women,47,Senior,8,Delivered,Amazon,Kurta,XS,1,487,Kudal,Maharashtra,B2C
13020,Women,41,Middle Age Adult,8,Cancelled,Myntra,Kurta,XS,1,333,Udupi,Karnataka,B2C
13021,Women,69,Elderly,8,Delivered,Flipkart,Kurta,S,1,399,Gurugram,Haryana,B2C
13022,Women,31,Young Adults,8,Delivered,Meesho,Set,XL,1,967,Chittorgarh,Rajasthan,B2C
13023,Men,19,Youth,8,Delivered,Flipkart,Western dress,S,1,885,Hyderabad,Telangana,B2C
13024,Women,50,Senior,8,Refunded,Ajio,Kurta,6XL,1,528,Guntur,Andhra pradesh,B2C
13025,Women,57,Elderly,8,Delivered,Flipkart,Top,XXL,1,540,Hyderabad,Telangana,B2C
13026,Women,58,Elderly,8,Returned,Flipkart,Kurta,3XL,1,563,Rajkot,Gujarat,B2C
13027,Women,35,Young Adults,8,Delivered,Myntra,Saree,Free,1,517,Perinthalmanna,Kerala,B2C
13028,Women,49,Senior,8,Delivered,Amazon,Kurta,XXL,1,715,New delhi,Delhi,B2C
13029,Women,36,Young Adults,8,Delivered,Myntra,Kurta,XXL,1,533,Tinsukia,Assam,B2C
13030,Women,49,Senior,8,Delivered,Myntra,Kurta,M,1,549,Bangalore,Karnataka,B2C
13031,Women,41,Middle Age Adult,8,Refunded,Flipkart,Kurta,M,1,382,Faridabad,Haryana,B2C
13032,Women,53,Senior,8,Delivered,Flipkart,Top,XXL,1,599,Patna,Bihar,B2C
13033,Women,43,Middle Age Adult,8,Delivered,Flipkart,Set,L,1,1138,Adampur,Punjab,B2C
13034,Women,29,Young Adults,8,Delivered,Flipkart,Saree,Free,1,475,Bicholim,Goa,B2C
13035,Men,45,Middle Age Adult,8,Delivered,Flipkart,Set,XS,1,788,Bharthana,Uttar pradesh,B2C
13036,Men,48,Senior,8,Delivered,Myntra,Set,L,1,1099,Allahabad,Uttar pradesh,B2C
13037,Men,45,Middle Age Adult,8,Delivered,Flipkart,Set,L,1,480,Howrah,West bengal,B2C
13038,Men,34,Young Adults,8,Delivered,Myntra,Western dress,M,1,735,Port blair,Andaman & nicobar ,B2C
13039,Women,24,Youth,8,Delivered,Nalli,Kurta,XS,1,654,Enathu,Kerala,B2C
13040,Men,40,Middle Age Adult,8,Delivered,Myntra,Western dress,M,1,899,Ghaziabad,Uttar pradesh,B2C
13041,Men,28,Young Adults,8,Delivered,Amazon,Western dress,3XL,1,791,Pune,Maharashtra,B2C
13042,Women,22,Youth,8,Delivered,Myntra,Set,XS,1,698,Beawar,Rajasthan,B2C
13043,Women,74,Elderly,8,Returned,Flipkart,Set,L,1,999,Gandhinagar,Gujarat,B2C
13044,Women,33,Young Adults,8,Delivered,Myntra,Set,XS,1,1126,Rajkot,Gujarat,B2C
13045,Men,46,Middle Age Adult,8,Delivered,Amazon,Western dress,XL,1,735,Mumbai,Maharashtra,B2C
13046,Men,75,Elderly,8,Delivered,Myntra,Set,XXL,1,597,Jammu,Jammu & kashmir,B2C
13047,Women,30,Young Adults,8,Delivered,Amazon,Set,XL,1,717,Ghaziabad,Uttar pradesh,B2C
13048,Women,22,Youth,8,Delivered,Amazon,Kurta,S,1,399,Guwahati,Assam,B2C
13049,Women,43,Middle Age Adult,8,Delivered,Nalli,Set,XS,1,1523,Faridabad,Haryana,B2C
13050,Men,26,Young Adults,8,Delivered,Myntra,Western dress,L,1,869,Tiswadi,Goa,B2C
13051,Women,35,Young Adults,8,Delivered,Flipkart,Top,M,1,791,New delhi,Delhi,B2C
13052,Women,48,Senior,8,Delivered,Others,Set,M,1,683,Lucknow,Uttar pradesh,B2C
13053,Women,24,Youth,8,Delivered,Flipkart,Saree,Free,1,582,Dharampuri,Madhya pradesh,B2C
13054,Women,54,Senior,8,Delivered,Amazon,Top,S,1,354,Bengaluru,Karnataka,B2C
13055,Men,38,Middle Age Adult,8,Delivered,Flipkart,Ethnic dress,M,1,845,Bhilai,Chhattisgarh,B2C
13056,Women,39,Middle Age Adult,8,Delivered,Flipkart,Kurta,L,1,292,Visakhapatnam,Andhra pradesh,B2C
13057,Women,24,Youth,8,Delivered,Flipkart,Set,S,1,1065,Indore,Madhya pradesh,B2C
13058,Men,25,Youth,8,Delivered,Flipkart,Set,L,1,474,New delhi,Delhi,B2C
13059,Men,41,Middle Age Adult,8,Delivered,Flipkart,Western dress,M,1,735,Chennai,Tamil nadu,B2C
13060,Men,68,Elderly,8,Delivered,Flipkart,Western dress,L,1,807,Kolkata,West bengal,B2C
13061,Men,39,Middle Age Adult,8,Delivered,Amazon,Set,L,1,1186,Shrirampur,Maharashtra,B2C
13062,Women,45,Middle Age Adult,8,Delivered,Flipkart,Kurta,M,1,469,Bhubaneswar,Odisha,B2C
13063,Men,27,Young Adults,8,Delivered,Flipkart,Set,XL,1,1333,Dhanbad,Jharkhand,B2C
13064,Women,39,Middle Age Adult,8,Delivered,Ajio,Blouse,XXL,1,625,Lucknow,Uttar pradesh,B2C
13065,Men,35,Young Adults,8,Delivered,Flipkart,Western dress,XL,1,735,Hyderabad,Telangana,B2C
13066,Women,24,Youth,8,Delivered,Amazon,Kurta,S,1,471,Chennai,Tamil nadu,B2C
13067,Women,24,Youth,8,Delivered,Myntra,Top,L,1,758,New delhi,Delhi,B2C
13068,Women,33,Young Adults,8,Delivered,Myntra,Blouse,L,1,665,Karwar,Karnataka,B2C
13069,Women,23,Youth,8,Delivered,Myntra,Kurta,S,1,533,Vasco da gama,Goa,B2C
13070,Women,32,Young Adults,8,Cancelled,Flipkart,Saree,Free,1,888,Visakhapatnam,Andhra pradesh,B2C
13071,Men,36,Young Adults,8,Delivered,Myntra,Western dress,3XL,1,743,Kolkata,West bengal,B2C
13072,Women,40,Middle Age Adult,8,Delivered,Others,Kurta,XXL,1,301,Prayagraj,Uttar pradesh,B2C
13073,Women,20,Youth,8,Delivered,Flipkart,Kurta,M,1,499,Pimpri chinchwad,Maharashtra,B2C
13074,Men,22,Youth,8,Returned,Amazon,Western dress,XXL,1,715,Kanpur,Uttar pradesh,B2C
13075,Women,68,Elderly,8,Cancelled,Amazon,Kurta,XXL,1,435,Port blair,Andaman & nicobar ,B2C
13076,Women,22,Youth,8,Cancelled,Amazon,Set,3XL,1,1338,Bengaluru,Karnataka,B2C
13077,Women,56,Elderly,8,Delivered,Flipkart,Kurta,XXL,1,533,Corbett,Uttarakhand,B2C
13078,Women,36,Young Adults,8,Delivered,Amazon,Kurta,XXL,1,499,New delhi,Delhi,B2C
13079,Women,72,Elderly,8,Delivered,Flipkart,Saree,Free,1,583,Chennai,Tamil nadu,B2C
13080,Women,25,Youth,8,Delivered,Myntra,Kurta,XL,1,449,Bengaluru,Karnataka,B2C
13081,Women,28,Young Adults,8,Delivered,Amazon,Set,S,1,788,Jaipur,Rajasthan,B2C
13082,Men,25,Youth,8,Delivered,Amazon,Set,M,1,1125,Ghaziabad,Uttar pradesh,B2C
13083,Women,51,Senior,8,Delivered,Amazon,Set,S,1,648,Sukhchar,West bengal,B2C
13084,Men,22,Youth,8,Delivered,Nalli,Western dress,L,1,899,Bengaluru,Karnataka,B2C
13085,Men,72,Elderly,8,Delivered,Flipkart,Western dress,M,1,908,Visakhapatnam,Andhra pradesh,B2C
13086,Women,72,Elderly,8,Delivered,Amazon,Kurta,M,2,764,Nellore,Andhra pradesh,B2C
13087,Men,21,Youth,8,Delivered,Meesho,Western dress,XXL,1,771,Bally,West bengal,B2C
13088,Women,39,Middle Age Adult,8,Delivered,Flipkart,Kurta,3XL,1,568,Nagpur,Maharashtra,B2C
13089,Women,31,Young Adults,8,Delivered,Amazon,Set,XXL,1,1099,Bengaluru,Karnataka,B2C
13090,Women,48,Senior,8,Returned,Nalli,Saree,Free,1,499,Chennai,Tamil nadu,B2C
13091,Women,30,Young Adults,8,Delivered,Amazon,Saree,Free,1,1115,Jabalpur,Madhya pradesh,B2C
13092,Men,38,Middle Age Adult,8,Delivered,Flipkart,Western dress,M,1,744,Bhagalpur,Bihar,B2C
13093,Women,42,Middle Age Adult,8,Delivered,Flipkart,Kurta,XL,1,495,Alappuzha,Kerala,B2C
13094,Women,30,Young Adults,8,Delivered,Myntra,Kurta,XS,1,517,Sawantwadi,Maharashtra,B2C
13095,Men,38,Middle Age Adult,8,Delivered,Amazon,Set,M,1,837,Pathanapuram,Kerala,B2C
13096,Women,19,Youth,8,Delivered,Flipkart,Kurta,5XL,1,836,Bengaluru,Karnataka,B2C
13097,Women,62,Elderly,8,Delivered,Amazon,Kurta,6XL,1,534,Chennai,Tamil nadu,B2C
13098,Women,21,Youth,8,Delivered,Flipkart,Kurta,L,1,376,Panaji,Goa,B2C
13099,Women,50,Senior,8,Delivered,Flipkart,Kurta,3XL,1,487,Gurugram,Haryana,B2C
13100,Women,39,Middle Age Adult,8,Delivered,Amazon,Kurta,XL,1,432,Pune,Maharashtra,B2C
13101,Men,45,Middle Age Adult,8,Delivered,Myntra,Western dress,L,1,940,Gurugram,Haryana,B2C
13102,Women,47,Senior,8,Returned,Myntra,Saree,Free,1,1399,Jabalpur,Madhya pradesh,B2C
13103,Men,41,Middle Age Adult,8,Delivered,Amazon,Western dress,M,1,999,Belagavi,Karnataka,B2C
13104,Women,72,Elderly,8,Delivered,Flipkart,Set,XS,1,671,Port blair,Andaman & nicobar ,B2C
13105,Women,74,Elderly,8,Delivered,Flipkart,Kurta,3XL,1,351,Golaghat,Assam,B2C
13106,Women,22,Youth,8,Delivered,Amazon,Set,L,1,1075,Baripada,Odisha,B2C
13107,Women,38,Middle Age Adult,8,Delivered,Meesho,Kurta,L,1,292,Bangalore,Karnataka,B2C
13108,Women,67,Elderly,8,Delivered,Amazon,Saree,Free,1,759,Gwalior,Madhya pradesh,B2C
13109,Women,78,Elderly,8,Delivered,Amazon,Kurta,L,1,502,Bengaluru,Karnataka,B2C
13110,Men,21,Youth,8,Delivered,Amazon,Set,S,1,569,Kolkata,West bengal,B2C
13111,Women,20,Youth,8,Delivered,Flipkart,Kurta,XXL,1,301,Bangalore,Karnataka,B2C
13112,Women,27,Young Adults,8,Delivered,Myntra,Saree,Free,1,657,Bengaluru,Karnataka,B2C
13113,Men,30,Young Adults,8,Delivered,Ajio,Set,3XL,1,626,Visakhapatnam,Andhra pradesh,B2C
13114,Men,35,Young Adults,8,Delivered,Myntra,Set,XL,1,573,Bhubaneswar,Odisha,B2C
13115,Men,38,Middle Age Adult,8,Delivered,Flipkart,Western dress,M,1,725,Kanpur,Uttar pradesh,B2C
13116,Women,29,Young Adults,8,Delivered,Amazon,Kurta,M,1,316,Chennai,Tamil nadu,B2C
13117,Women,48,Senior,8,Delivered,Ajio,Kurta,XS,1,909,Hyderabad,Telangana,B2C
13118,Men,23,Youth,8,Delivered,Flipkart,Western dress,M,2,1430,Kanpur,Uttar pradesh,B2C
13119,Women,42,Middle Age Adult,8,Returned,Myntra,Saree,Free,1,464,Chhindwara,Madhya pradesh,B2C
13120,Women,45,Middle Age Adult,8,Delivered,Myntra,Top,S,1,493,Cherthala,Kerala,B2C
13121,Women,30,Young Adults,8,Delivered,Amazon,Kurta,S,1,301,Bengaluru,Karnataka,B2C
13122,Women,64,Elderly,8,Delivered,Nalli,Set,L,1,771,Jharsuguda,Odisha,B2C
13123,Women,28,Young Adults,8,Delivered,Others,Kurta,3XL,1,345,Guntur,Andhra pradesh,B2C
13124,Women,45,Middle Age Adult,8,Delivered,Flipkart,Set,XXL,1,1125,Hyderabad,Telangana,B2C
13125,Men,39,Middle Age Adult,8,Delivered,Nalli,Set,S,1,999,Guwahati,Assam,B2C
13126,Men,57,Elderly,8,Delivered,Myntra,Western dress,S,1,735,Hyderabad,Telangana,B2C
13127,Women,37,Middle Age Adult,8,Delivered,Meesho,Kurta,L,1,459,Vijayawada,Andhra pradesh,B2C
13128,Women,67,Elderly,8,Delivered,Amazon,Saree,Free,1,939,Bengaluru,Karnataka,B2C
13129,Men,21,Youth,8,Delivered,Myntra,Set,M,1,499,Chennai,Tamil nadu,B2C
13130,Men,66,Elderly,8,Delivered,Amazon,Western dress,XL,1,885,Mumbai,Maharashtra,B2C
13131,Women,48,Senior,8,Delivered,Flipkart,Top,XS,1,399,Puduvayal,Tamil nadu,B2C
13132,Women,31,Young Adults,8,Delivered,Myntra,Top,XXL,1,493,Chennai,Tamil nadu,B2C
13133,Men,74,Elderly,8,Delivered,Flipkart,Western dress,M,1,1148,Hyderabad,Telangana,B2C
13134,Women,49,Senior,8,Delivered,Meesho,Set,XXL,1,1127,Mysuru,Karnataka,B2C
13135,Women,35,Young Adults,8,Delivered,Amazon,Top,L,1,750,Navi mumbai,Maharashtra,B2C
13136,Women,43,Middle Age Adult,8,Delivered,Nalli,Kurta,L,1,495,Jamshedpur,Jharkhand,B2C
13137,Men,58,Elderly,8,Delivered,Ajio,Western dress,3XL,1,771,Lucknow,Uttar pradesh,B2C
13138,Women,18,Youth,8,Delivered,Myntra,Kurta,3XL,1,449,Mumbai,Maharashtra,B2C
13139,Women,43,Middle Age Adult,8,Delivered,Flipkart,Set,M,1,1170,Medinipur,West bengal,B2C
13140,Women,30,Young Adults,8,Delivered,Myntra,Kurta,M,1,301,Navsari,Gujarat,B2C
13141,Women,42,Middle Age Adult,8,Delivered,Myntra,Saree,Free,1,1099,New delhi,Delhi,B2C
13142,Women,57,Elderly,8,Delivered,Others,Kurta,L,1,353,Bengaluru,Karnataka,B2C
13143,Women,49,Senior,8,Delivered,Amazon,Kurta,S,1,459,Allahabad,Uttar pradesh,B2C
13144,Women,31,Young Adults,8,Delivered,Myntra,Set,3XL,1,642,Bengaluru,Karnataka,B2C
13145,Men,66,Elderly,8,Delivered,Amazon,Western dress,S,1,744,Siliguri,West bengal,B2C
13146,Women,44,Middle Age Adult,8,Delivered,Flipkart,Set,XS,1,599,New delhi,Delhi,B2C
13147,Men,49,Senior,8,Delivered,Amazon,Set,3XL,1,499,New delhi,Delhi,B2C
13148,Men,32,Young Adults,8,Delivered,Myntra,Set,S,1,597,Bengaluru,Karnataka,B2C
13149,Women,23,Youth,8,Delivered,Amazon,Kurta,3XL,1,499,Chennai,Tamil nadu,B2C
13150,Women,22,Youth,8,Delivered,Amazon,Kurta,M,1,499,New delhi,Delhi,B2C
13151,Women,76,Elderly,8,Delivered,Amazon,Kurta,S,1,399,Mahabubabad,Telangana,B2C
13152,Men,29,Young Adults,8,Delivered,Amazon,Western dress,XL,1,735,Chennai,Tamil nadu,B2C
13153,Women,65,Elderly,8,Returned,Amazon,Set,M,1,605,Chennai,Tamil nadu,B2C
13154,Women,45,Middle Age Adult,8,Delivered,Amazon,Set,3XL,1,799,Delhi,Delhi,B2C
13155,Women,31,Young Adults,8,Delivered,Flipkart,Saree,Free,1,1432,Gaya,Bihar,B2C
13156,Men,47,Senior,8,Delivered,Amazon,Set,5XL,1,1325,Hyderabad,Telangana,B2C
13157,Men,60,Elderly,8,Delivered,Myntra,Set,5XL,1,1078,Gurugram,Haryana,B2C
13158,Women,28,Young Adults,8,Delivered,Ajio,Set,S,1,855,Navi mumbai,Maharashtra,B2C
13159,Women,38,Middle Age Adult,8,Delivered,Nalli,Saree,Free,1,1099,Sagore dist.dhar,Madhya pradesh,B2C
13160,Women,20,Youth,8,Delivered,Flipkart,Top,S,1,299,Ernakulam,Kerala,B2C
13161,Men,23,Youth,8,Delivered,Amazon,Western dress,M,1,771,Thane,Maharashtra,B2C
13162,Women,18,Youth,8,Delivered,Flipkart,Saree,Free,1,568,Coimbatore,Tamil nadu,B2C
13163,Women,29,Young Adults,8,Delivered,Flipkart,Kurta,M,1,317,Chennai,Tamil nadu,B2C
13164,Women,46,Middle Age Adult,8,Delivered,Amazon,Set,3XL,1,1593,Tirunelveli,Tamil nadu,B2C
13165,Women,36,Young Adults,8,Delivered,Amazon,Kurta,L,1,318,Mumbai,Maharashtra,B2C
13166,Women,36,Young Adults,8,Delivered,Others,Top,XL,1,518,Gurugram,Haryana,B2C
13167,Women,33,Young Adults,8,Refunded,Amazon,Kurta,XL,1,399,Mumbai,Maharashtra,B2C
13168,Women,49,Senior,8,Delivered,Myntra,Set,3XL,1,1299,Palakkad,Kerala,B2C
13169,Men,29,Young Adults,8,Delivered,Flipkart,Set,L,1,657,Bangalore,Karnataka,B2C
13170,Men,22,Youth,8,Delivered,Amazon,Set,L,1,698,New delhi,Delhi,B2C
13171,Men,32,Young Adults,8,Returned,Myntra,Western dress,XXL,1,859,New delhi,Delhi,B2C
13172,Men,27,Young Adults,8,Delivered,Nalli,Set,XXL,1,653,Hyderabad,Telangana,B2B
13173,Men,26,Young Adults,8,Delivered,Flipkart,Set,3XL,1,847,Bengaluru,Karnataka,B2C
13174,Men,69,Elderly,8,Returned,Amazon,Set,XL,1,1556,Bungal,Punjab,B2C
13175,Women,46,Middle Age Adult,8,Delivered,Amazon,Kurta,S,1,550,Ernakullam,Kerala,B2C
13176,Men,37,Middle Age Adult,8,Delivered,Amazon,Western dress,S,1,899,Malappuram,Kerala,B2C
13177,Women,40,Middle Age Adult,8,Delivered,Amazon,Kurta,5XL,1,1099,Bengaluru,Karnataka,B2C
13178,Men,27,Young Adults,8,Delivered,Amazon,Set,M,1,635,Jamnagar,Gujarat,B2C
13179,Women,19,Youth,8,Delivered,Flipkart,Top,XL,1,493,Bankimnagar,Tripura,B2C
13180,Women,37,Middle Age Adult,8,Delivered,Flipkart,Top,L,1,339,New delhi,Delhi,B2C
13181,Women,36,Young Adults,8,Delivered,Myntra,Top,XL,1,432,Vadodara,Gujarat,B2C
13182,Men,35,Young Adults,8,Delivered,Ajio,Western dress,XS,1,989,Nellore,Andhra pradesh,B2C
13183,Men,21,Youth,8,Delivered,Amazon,Set,XL,1,653,Bengaluru,Karnataka,B2C
13184,Men,44,Middle Age Adult,8,Delivered,Flipkart,Western dress,L,1,715,Hyderabad,Telangana,B2C
13185,Women,27,Young Adults,8,Returned,Others,Set,3XL,1,999,Lucknow,Uttar pradesh,B2C
13186,Women,21,Youth,8,Delivered,Ajio,Top,L,1,518,Bhopal,Madhya pradesh,B2C
13187,Women,30,Young Adults,8,Delivered,Amazon,Kurta,M,1,487,Nizamabad,Telangana,B2C
13188,Women,41,Middle Age Adult,8,Delivered,Flipkart,Top,M,1,487,New delhi,Delhi,B2C
13189,Women,57,Elderly,8,Delivered,Amazon,Top,XXL,1,549,Faridabad,Haryana,B2C
13190,Women,45,Middle Age Adult,8,Delivered,Flipkart,Set,M,1,635,Ghaziabad,Uttar pradesh,B2C
13191,Women,40,Middle Age Adult,8,Delivered,Myntra,Kurta,XL,1,725,Bhubaneswar,Odisha,B2C
13192,Women,45,Middle Age Adult,8,Delivered,Myntra,Kurta,M,1,342,Kiratpur,Uttar pradesh,B2C
13193,Women,42,Middle Age Adult,8,Delivered,Amazon,Saree,Free,1,969,Tinsukia,Assam,B2C
13194,Women,36,Young Adults,8,Delivered,Meesho,Top,XL,1,550,Sangli miraj kupwad,Maharashtra,B2C
13195,Women,45,Middle Age Adult,8,Delivered,Amazon,Set,XL,1,999,Kolkata,West bengal,B2C
13196,Men,40,Middle Age Adult,8,Delivered,Flipkart,Set,M,1,968,Babugarh,Uttar pradesh,B2C
13197,Women,47,Senior,8,Cancelled,Amazon,Set,S,1,1338,Dhanbad,Jharkhand,B2C
13198,Women,37,Middle Age Adult,8,Delivered,Flipkart,Top,XL,1,817,Pimpri chinchwad,Maharashtra,B2C
13199,Women,25,Youth,8,Delivered,Amazon,Kurta,XL,1,368,Nagpur,Maharashtra,B2C
13200,Women,44,Middle Age Adult,8,Delivered,Flipkart,Kurta,S,1,420,Bengaluru,Karnataka,B2C
13201,Women,55,Senior,8,Delivered,Myntra,Kurta,XXL,1,495,Pune,Maharashtra,B2C
13202,Women,25,Youth,8,Delivered,Amazon,Kurta,S,2,870,Meerut,Uttar pradesh,B2C
13203,Men,78,Elderly,8,Delivered,Amazon,Set,3XL,1,692,Chennai,Tamil nadu,B2C
13204,Women,29,Young Adults,8,Delivered,Amazon,Set,L,1,852,Kodaikanal,Tamil nadu,B2C
13205,Women,44,Middle Age Adult,8,Delivered,Amazon,Top,L,1,758,Thiruvananthapuram,Kerala,B2C
13206,Women,49,Senior,8,Delivered,Flipkart,Kurta,5XL,1,786,Kakkanad,Kerala,B2C
13207,Women,42,Middle Age Adult,8,Refunded,Nalli,Kurta,XL,2,798,Dehradun,Uttarakhand,B2C
13208,Women,66,Elderly,8,Refunded,Myntra,Kurta,XL,1,459,Noida,Uttar pradesh,B2C
13209,Women,43,Middle Age Adult,8,Delivered,Amazon,Set,3XL,1,777,New delhi,Delhi,B2C
13210,Women,39,Middle Age Adult,8,Refunded,Amazon,Top,M,1,399,Visakhapatnam,Andhra pradesh,B2C
13211,Men,41,Middle Age Adult,8,Delivered,Flipkart,Western dress,M,1,743,Madanapalle,Andhra pradesh,B2C
13212,Women,49,Senior,8,Delivered,Myntra,Set,L,1,680,Dhenkanal,Odisha,B2C
13213,Women,48,Senior,8,Cancelled,Flipkart,Kurta,6XL,1,728,Muvattupuzha,Kerala,B2C
13214,Women,51,Senior,8,Delivered,Myntra,Kurta,XS,1,362,Ranchi,Jharkhand,B2C
13215,Women,34,Young Adults,8,Delivered,Myntra,Kurta,XL,1,436,Kolkata,West bengal,B2C
13216,Women,43,Middle Age Adult,8,Refunded,Amazon,Kurta,M,1,399,Bengaluru,Karnataka,B2C
13217,Women,46,Middle Age Adult,8,Delivered,Myntra,Kurta,XL,1,612,Trivandrum,Kerala,B2C
13218,Men,40,Middle Age Adult,8,Delivered,Others,Set,3XL,1,792,Gurugram,Haryana,B2C
13219,Men,41,Middle Age Adult,8,Delivered,Ajio,Set,S,1,648,Chennai,Tamil nadu,B2C
13220,Women,39,Middle Age Adult,8,Delivered,Amazon,Set,3XL,1,525,Bawal,Haryana,B2C
13221,Women,70,Elderly,8,Delivered,Meesho,Set,3XL,1,788,Coimbatore,Tamil nadu,B2C
13222,Men,32,Young Adults,8,Delivered,Flipkart,Set,XL,1,1075,Lucknow,Uttar pradesh,B2C
13223,Women,42,Middle Age Adult,8,Delivered,Amazon,Kurta,S,1,568,Chennai,Tamil nadu,B2C
13224,Men,39,Middle Age Adult,8,Delivered,Ajio,Western dress,XXL,1,743,Pune,Maharashtra,B2C
13225,Women,21,Youth,8,Delivered,Nalli,Set,L,1,688,Mumbai,Maharashtra,B2C
13226,Women,21,Youth,8,Delivered,Ajio,Kurta,3XL,1,486,Kollumangudi,Tamil nadu,B2C
13227,Women,51,Senior,8,Refunded,Amazon,Kurta,S,1,301,Kolkata,West bengal,B2C
13228,Men,33,Young Adults,8,Delivered,Myntra,Set,M,1,939,Hyderabad,Telangana,B2C
13229,Women,30,Young Adults,8,Delivered,Amazon,Top,XL,1,574,Bengaluru,Karnataka,B2C
13230,Women,21,Youth,8,Delivered,Flipkart,Kurta,XL,1,396,Cuttack,Odisha,B2C
13231,Women,35,Young Adults,8,Delivered,Nalli,Set,3XL,1,774,Kharagpur,West bengal,B2C
13232,Women,48,Senior,8,Delivered,Myntra,Kurta,XXL,1,534,Kathgodam,Uttarakhand,B2C
13233,Men,19,Youth,8,Delivered,Myntra,Set,L,1,612,Bengaluru,Karnataka,B2C
13234,Women,44,Middle Age Adult,8,Delivered,Myntra,Kurta,S,1,688,Chennai,Tamil nadu,B2C
13235,Women,33,Young Adults,8,Delivered,Amazon,Kurta,XL,1,754,Secunderabad,Telangana,B2C
